id,catalog_number,additional_description
773365,S602132-1,"<table>
		<tr>
			<td><font></font></td><td><font><b>Roller Guide Assembly</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>Spools and blocks are chrome-plated to resist corrosion
and abrasion. Rollers speed handling and reduce wear on
hose. All painted parts are finished with durable abrasion
resistant baked-on powder coat. Delrin bearing surfaces
give a quiet operation with minimum wear and all features
combine to give trouble-free maximum service life.</font></td>
		</tr>
	</table>"
773545,7600OLB,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty Spring Retractable Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft now offers a non-corrosive fluid path option on our popular Series 7000 reels. The Series 7000 is very robust and ideal for the most demanding applications. The reels base and guide arm are formed from high-grade steel and engineered with structural forms and gussets to yield the greatest amount of strength. This non-corrosive fluid path reel features a stainless steel main shaft and swivel.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Reinforced steel - The steel guide arm and base are stamped with ribs and gussets to insure maximum strength and lightest possible weight.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Reliable and Durable - Field proven cast aluminum ratchet and latch pawl provide reliability and durability.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Long Life Drive Spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p><br>
                    </ul>"
773285,S602133-3U,"<table>
		<tr>
			<td><font></font></td><td><font><b>Roller Guide Assembly</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>Special UHMW composite rollers help control speed and reduce wear on
hose. All painted parts are finished with durable abrasion
resistant baked-on powder coat. Delrin bearing surfaces
give a quiet operation with minimum wear and all features
combine to give trouble-free maximum service life.</font></td>
		</tr>
	</table>"
773269,8-260044,"<table>
		<tr>
			<td><font></font></td><td><font><b>High Pressure Grease Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>High pressure, chassis grease, 100 R2T two wire braid hose. Be sure working pressure required does not exceed rating listed in chart.</font></td>
		</tr>
	</table>"
773525,TW5400OLP,"<table>
			<tr>
				<td><font></font></td><td><font><b>Spring Retractable Gas Welding Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcrafts Series TW spring retractable gas welding hose reels have an independent dual swivel body manufactured from aluminum and hard coated for wear resistance. This unique design assures positive separation of gases. Double-sealed, special molded O-rings prevent leakage. Swivel body and inlet are both permanently identified with machined grooves on the acetylene side to assure proper installation. *For oxygen / acetylene only*</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Leak prevention - The double sealed, special molded o-rings prevent leakage.  The swivel inlets are both permanently identified with machined grooves on the gas side to assure proper installation.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Reinforced steel - The robotically welded steel base offers maximum strength and consistent quality.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Independent dual swivel body manufactured from aluminum and hard-coated for wear resistance assures positive separation of gases due to its unique design.</li></span></p><br>
                    </ul>"
773477,601017-70,"<table>
		<tr>
			<td><font></font></td><td><font><b>Low Pressure Air/Water Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>Low pressure, air/water, PVC nylon braid hose. Be sure working pressure required does not exceed rating listed in chart.</font></td>
		</tr>
	</table>"
773357,S600693-4,"<table>
		<tr>
			<td><font></font></td><td><font><b>Roller Guide Assembly</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>Spools and blocks are chrome-plated to resist corrosion
and abrasion. Rollers speed handling and reduce wear on
hose. All painted parts are finished with durable abrasion
resistant baked-on powder coat. Delrin bearing surfaces
give a quiet operation with minimum wear and all features
combine to give trouble-free maximum service life.</font></td>
		</tr>
	</table>"
773465,5-260044,"<table>
		<tr>
			<td><font></font></td><td><font><b>High Pressure Grease Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>High pressure, chassis grease, 100 R2T two wire braid hose. Be sure working pressure required does not exceed rating listed in chart.</font></td>
		</tr>
	</table>"
773481,601026-75,"<table>
		<tr>
			<td><font></font></td><td><font><b>Low Pressure Air/Water Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>Low pressure, air/water, PVC nylon braid hose. Be sure working pressure required does not exceed rating listed in chart.</font></td>
		</tr>
	</table>"
773329,46-260043,"<table>
		<tr>
			<td><font></font></td><td><font><b>Oil/Petroleum Fluid Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>Medium pressure, oil/petroleum fluids, 100 R1T one wire braid hose. Be sure working pressure required does not exceed rating listed in chart.</font></td>
		</tr>
	</table>"
773361,S602133-1U,"<table>
		<tr>
			<td><font></font></td><td><font><b>Roller Guide Assembly</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>Special UHMW composite rollers help control speed and reduce wear on
hose. All painted parts are finished with durable abrasion
resistant baked-on powder coat. Delrin bearing surfaces
give a quiet operation with minimum wear and all features
combine to give trouble-free maximum service life.</font></td>
		</tr>
	</table>"
773645,EA32106M10A,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty 115 V AC Motor Driven Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft's Series 30000 hose reels are designed for rugged, heavy duty applications requiring long lengths of hose and large storage capacity. All-bolted unitized construction with no welds to fatigue, full flow swivel and heavy gauge steel frame, spool and drum ensure longest service life. Series 30000s vibration-proof, self-locking fasteners are ideal for industrial or field use such as turf care or pest control.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Hose replacement made easy - the goose neck can easily be removed to simplify adding long lengths of hose to the reel.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. </li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Motor options - Multiple motor options provide an easy method to rewind long lengths of hose.</li></span></p><br>
                    </ul>"
773641,EA33118M10AX,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty 115 V AC Motor Driven Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft's Series 30000 hose reels are designed for rugged, heavy duty applications requiring long lengths of hose and large storage capacity. All-bolted unitized construction with no welds to fatigue, full flow swivel and heavy gauge steel frame, spool and drum ensure longest service life. Series 30000s vibration-proof, self-locking fasteners are ideal for industrial or field use such as turf care or pest control. *This reel includes an explosion proof electric motor.*</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Hose replacement made easy - the goose neck can easily be removed to simplify adding long lengths of hose to the reel.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. </li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Motor options - Multiple motor options provide an easy method to rewind long lengths of hose.</li></span></p><br>
                    </ul>"
